Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1207549,,6.6,8.0,4.25,4.25,3.5,,,,,,7.8,N1,BinhDinh
BD1207550,,6.4,5.0,,,,5.25,6.75,,,,6.2,N1,BinhDinh
BD1207551,,6.0,5.25,,,,3.75,5.5,7.5,,,4.2,N1,BinhDinh
BD1207552,,6.2,4.5,,,,4.0,3.75,6.75,,,4.0,N1,BinhDinh
BD1207553,,4.2,5.5,4.0,3.5,4.5,,,,,,4.2,N1,BinhDinh
BD1207554,,6.4,6.0,,,,3.75,7.25,9.5,,,6.4,N1,BinhDinh
BD1207555,,6.4,5.0,6.25,6.5,3.5,,,,,,4.4,N1,BinhDinh
BD1207556,,4.4,4.5,,,,3.25,,,,,,,BinhDinh
BD1207557,,6.2,5.75,2.5,2.75,5.25,6.25,7.75,9.25,,,7.8,N1,BinhDinh
BD1207558,,5.0,5.5,3.0,1.5,2.5,3.25,5.25,8.25,,,6.6,N1,BinhDinh
BD1207559,,3.2,3.25,3.5,2.75,3.5,2.75,5.5,6.25,,,2.6,N1,BinhDinh
BD1207560,,7.6,6.0,5.75,4.0,2.5,3.75,6.5,6.75,,,4.2,N1,BinhDinh
BD1207561,,5.2,3.0,,,,3.25,6.0,5.75,,,4.4,N1,BinhDinh
BD1207562,,7.0,5.75,3.5,5.5,4.5,,,,,,5.6,N1,BinhDinh
BD1207563,,6.4,6.0,4.5,4.0,5.25,,,,,,7.4,N1,BinhDinh
BD1207564,,7.4,5.75,7.0,6.0,4.25,3.5,8.0,7.75,,,3.8,N1,BinhDinh
BD1207565,,5.4,4.25,,,,3.5,4.25,6.5,,,3.8,N1,BinhDinh
BD1207566,,6.8,7.25,4.0,4.0,3.25,5.0,8.0,9.25,,,4.0,N1,BinhDinh
BD1207567,,7.0,4.25,5.75,4.0,3.75,4.5,5.5,6.75,,,5.4,N1,BinhDinh
BD1207568,,7.8,5.5,,,,4.5,6.5,7.25,,,7.4,N1,BinhDinh
BD1207569,,7.4,6.25,4.75,4.25,3.75,,,,,,4.6,N1,BinhDinh
BD1207570,,5.8,4.5,,,,4.5,5.0,5.75,,,3.6,N1,BinhDinh
BD1207571,,2.6,4.75,,,,4.0,5.75,5.5,,,1.8,N1,BinhDinh
BD1207572,,7.4,5.0,6.5,6.75,3.75,,,,,,5.4,N1,BinhDinh
BD1207573,,5.0,6.0,4.5,4.0,4.5,,,,,,2.4,N1,BinhDinh
BD1207574,,8.6,6.0,7.25,8.25,5.5,,,,,,9.4,N1,BinhDinh
BD1207575,,4.6,6.25,,,,3.75,4.75,8.75,,,3.4,N1,BinhDinh
BD1207576,,4.4,5.0,,,,3.5,5.25,6.25,,,5.2,N1,BinhDinh
BD1207577,,6.0,5.0,,,,4.0,6.25,5.75,,,2.4,N1,BinhDinh
BD1207578,,7.8,7.0,6.75,6.25,4.0,,,,,,5.4,N1,BinhDinh
BD1207579,,8.0,5.25,7.25,5.0,3.5,,,,,,6.8,N1,BinhDinh
BD1207580,,4.0,6.25,,,,4.25,5.75,6.25,,,4.4,N1,BinhDinh
BD1207581,,5.8,7.25,4.0,3.5,4.5,,,,,,3.4,N1,BinhDinh
BD1207582,,7.4,5.5,5.5,5.25,3.0,,,,,,3.4,N1,BinhDinh
BD1207583,,7.0,5.5,4.25,2.25,4.0,6.5,7.25,8.75,,,3.2,N1,BinhDinh
BD1207584,,8.0,5.75,8.25,5.75,5.5,,,,,,6.8,N1,BinhDinh
BD1207585,,6.8,5.25,,,,4.75,6.25,8.25,,,2.0,N1,BinhDinh
BD1207586,,8.4,6.25,8.0,7.5,7.25,,,,,,7.6,N1,BinhDinh
BD1207587,,4.0,5.75,4.0,4.0,3.75,4.0,6.5,7.0,,,2.6,N1,BinhDinh
BD1207588,,4.6,5.25,,,,3.75,6.75,9.25,,,2.6,N1,BinhDinh
BD1207589,,7.0,5.75,,,,4.25,5.75,7.75,,,3.4,N1,BinhDinh
BD1207590,,8.8,7.25,7.0,3.5,3.0,,,,,,9.4,N1,BinhDinh
BD1207591,,8.0,5.75,6.5,6.5,4.75,,,,,,4.8,N1,BinhDinh
BD1207592,,7.6,5.75,7.25,5.5,5.25,,,,,,7.2,N1,BinhDinh
BD1207593,,5.2,5.0,,,,5.75,8.5,8.25,,,2.8,N1,BinhDinh
BD1207594,,5.4,5.25,4.0,5.5,4.0,,,,,,5.4,N1,BinhDinh
BD1207595,,5.4,4.25,,,,2.25,5.0,7.5,,,3.8,N1,BinhDinh
BD1207596,,5.4,6.5,,,,5.75,7.5,7.75,,,3.6,N1,BinhDinh
BD1207597,,6.6,5.75,,,,4.25,5.5,8.0,,,6.6,N1,BinhDinh
BD1207598,,6.2,4.0,3.0,3.0,3.5,4.0,6.25,7.75,,,2.4,N1,BinhDinh
BD1207599,,6.6,6.25,,,,3.25,6.0,7.25,,,3.4,N1,BinhDinh
BD1207600,,7.6,5.75,7.25,5.75,3.5,,,,,,2.6,N1,BinhDinh
BD1207601,,3.8,6.0,,,,4.25,7.5,9.0,,,3.2,N1,BinhDinh
BD1207602,,4.0,4.0,,,,3.5,,,,,,,BinhDinh
BD1207603,,4.4,5.75,,,,3.5,8.0,7.5,,,5.6,N1,BinhDinh
BD1207604,,7.0,5.5,,,,4.5,6.75,9.0,,,4.2,N1,BinhDinh
BD1207605,,8.0,6.0,5.5,7.75,4.75,,,,,,4.2,N1,BinhDinh
BD1207606,,7.2,7.0,5.25,6.0,5.5,,,,,,3.2,N1,BinhDinh
BD1207607,,7.4,5.5,3.5,5.0,3.75,2.75,5.0,7.0,,,4.2,N1,BinhDinh
BD1207608,,7.2,5.25,5.0,5.75,2.0,,,,,,2.4,N1,BinhDinh
BD1207609,,9.2,6.25,7.5,6.25,6.0,,,,,,6.8,N1,BinhDinh
BD1207610,,5.4,6.25,,,,4.75,6.25,8.75,,,5.0,N1,BinhDinh
BD1207611,,5.0,7.0,,,,5.0,5.25,8.0,,,5.6,N1,BinhDinh
BD1207612,,2.2,,4.25,3.25,,,,,,,,,BinhDinh
BD1207613,,6.2,4.5,6.0,4.0,4.0,,,,,,4.8,N1,BinhDinh
BD1207614,,4.4,6.0,,,,5.0,7.0,8.0,,,5.2,N1,BinhDinh
BD1207615,,6.8,4.25,,,,4.0,6.25,7.5,,,2.8,N1,BinhDinh
BD1207616,,5.2,6.25,3.25,3.0,2.5,5.25,5.75,7.25,,,2.4,N1,BinhDinh
BD1207617,,7.0,6.0,5.5,5.25,4.5,,,,,,2.0,N1,BinhDinh
BD1207618,,5.6,6.0,,,,3.75,5.5,7.75,,,4.6,N1,BinhDinh
BD1207619,,6.6,6.25,6.0,6.5,4.25,,,,,,3.0,N1,BinhDinh
BD1207620,,6.0,6.0,,,,8.5,,,,,,,BinhDinh
BD1207621,,5.0,4.75,2.5,3.75,4.0,4.75,7.5,8.0,,,3.4,N1,BinhDinh
BD1207622,,7.6,6.75,,,,2.75,5.5,6.5,,,5.0,N1,BinhDinh
BD1207623,,7.0,5.75,,,,3.75,4.0,8.5,,,4.0,N1,BinhDinh
BD1207624,,4.6,3.75,,,,2.75,6.0,6.75,,,2.6,N1,BinhDinh
BD1207625,,7.4,6.0,,,,4.75,7.5,7.0,,,4.8,N1,BinhDinh
BD1207626,,5.8,5.75,,,,4.0,5.75,7.25,,,3.6,N1,BinhDinh
BD1207627,,4.2,4.75,,,,4.25,5.5,6.75,,,3.8,N1,BinhDinh
BD1207628,,5.6,6.5,,,,4.25,8.0,9.0,,,4.0,N1,BinhDinh
BD1207629,,6.4,6.0,6.0,4.75,6.25,,,,,,6.6,N1,BinhDinh
BD1207630,,7.0,5.5,5.75,5.0,3.5,4.75,6.5,8.5,,,5.4,N1,BinhDinh
BD1207631,,7.0,,6.75,6.5,,,,,,,,,BinhDinh
BD1207632,,7.6,6.5,4.25,5.75,5.25,,,,,,3.6,N1,BinhDinh
BD1207633,,6.4,4.5,,,,5.5,6.75,7.0,,,3.6,N1,BinhDinh
BD1207634,,5.0,5.0,,,,4.0,5.75,7.5,,,2.8,N1,BinhDinh
BD1207635,,3.2,4.0,,,,3.75,4.25,,,,,,BinhDinh
BD1207636,,7.4,5.25,5.25,6.0,4.75,,,,,,6.8,N1,BinhDinh
BD1207637,,5.4,5.0,2.25,3.0,3.5,4.5,5.25,5.25,,,2.4,N1,BinhDinh
BD1207638,,8.4,4.5,6.5,5.75,4.5,,,,,,4.4,N1,BinhDinh
BD1207639,,5.8,6.25,6.75,5.25,5.0,,,,,,5.0,N1,BinhDinh
BD1207640,,5.8,5.75,,,,7.75,8.75,9.25,,,5.0,N1,BinhDinh
BD1207641,,8.2,5.75,6.75,7.25,5.0,,,,,,3.4,N1,BinhDinh
BD1207642,,5.8,7.0,,,,4.0,6.25,7.25,,,4.2,N1,BinhDinh
BD1207643,,6.8,6.5,5.75,4.75,4.0,,,,,,6.2,N1,BinhDinh
BD1207644,,4.2,5.25,,,,2.0,5.75,7.25,,,3.4,N1,BinhDinh
BD1207645,,6.6,5.5,3.5,4.75,3.75,7.75,5.75,8.75,,,3.4,N1,BinhDinh
BD1207646,,7.6,8.25,7.0,6.5,5.5,4.25,6.75,8.75,,,9.2,N1,BinhDinh
BD1207647,,7.0,6.0,6.0,5.75,3.75,,,,,,4.6,N1,BinhDinh
BD1207648,,8.0,6.25,6.75,4.75,4.25,,,,,,5.6,N1,BinhDinh
BD1207649,,6.6,5.75,,,,5.75,7.5,8.75,,,3.8,N1,BinhDinh
BD1207650,,6.4,6.25,,,,4.0,7.0,7.25,,,7.8,N1,BinhDinh
BD1207651,,3.8,6.0,,,,6.0,6.0,9.0,,,3.8,N1,BinhDinh
BD1207652,,7.0,4.75,6.0,6.25,4.5,,,,,,3.0,N1,BinhDinh
BD1207653,,5.8,5.5,,,,2.75,4.5,9.0,,,5.2,N1,BinhDinh
BD1207654,,3.8,6.0,,,,3.25,6.0,7.75,,,4.4,N1,BinhDinh
BD1207655,,4.2,4.0,,,,3.5,7.5,8.25,,,3.4,N1,BinhDinh
BD1207656,,3.6,5.0,,,,3.0,6.25,6.5,,,2.2,N1,BinhDinh
BD1207657,,4.4,6.0,,,,3.25,5.25,7.25,,,4.0,N1,BinhDinh
BD1207658,,6.4,6.5,,,,3.75,5.75,8.0,,,3.2,N1,BinhDinh
BD1207659,,2.6,3.75,,,,2.75,4.25,5.25,,,2.6,N1,BinhDinh
BD1207660,,2.8,3.75,3.25,2.25,2.75,3.25,6.75,7.25,,,2.6,N1,BinhDinh
BD1207661,,6.2,6.0,,,,4.25,6.25,8.75,,,6.4,N1,BinhDinh
BD1207662,,7.6,5.75,6.0,5.0,6.25,,,,,,3.2,N1,BinhDinh
BD1207663,,5.4,6.0,,,,5.0,6.0,8.0,,,4.0,N1,BinhDinh
BD1207664,,3.4,3.25,,,,3.5,4.5,3.75,,,3.4,N1,BinhDinh
BD1207665,,8.0,6.0,6.75,6.25,4.75,4.25,6.75,6.5,,,5.0,N1,BinhDinh
BD1207666,,7.0,7.0,7.0,4.25,4.0,,,,,,7.8,N1,BinhDinh
BD1207667,,7.2,5.25,7.25,6.0,3.75,,,,,,4.2,N1,BinhDinh
BD1207668,,6.0,6.0,,,,4.0,7.25,7.0,,,5.8,N1,BinhDinh
BD1207669,,6.8,6.5,,,,5.75,6.5,7.0,,,6.0,N1,BinhDinh
BD1207670,,4.4,6.25,,,,3.5,5.0,7.25,,,3.8,N1,BinhDinh
BD1207671,,6.6,2.25,,,,4.5,4.25,7.75,,,2.8,N1,BinhDinh
BD1207672,,6.8,6.5,5.25,7.0,6.0,,,,,,3.0,N1,BinhDinh
BD1207673,,7.0,6.5,4.75,5.0,4.5,,,,,,7.2,N1,BinhDinh
BD1207674,,1.8,3.25,,,,2.75,5.5,6.5,,,3.0,N1,BinhDinh
BD1207675,,4.8,6.25,,,,4.0,5.5,7.0,,,4.8,N1,BinhDinh
BD1207676,,7.8,6.75,,,,6.75,7.5,8.5,,,4.2,N1,BinhDinh
BD1207677,,7.4,6.25,5.75,6.0,4.75,4.0,5.75,8.0,,,6.6,N1,BinhDinh
BD1207678,,3.2,2.5,,,,3.5,6.5,6.0,,,2.8,N1,BinhDinh
BD1207679,,4.4,3.5,,,,4.25,7.0,6.75,,,2.4,N1,BinhDinh
BD1207680,,6.8,5.75,,,,3.5,5.5,7.0,,,4.4,N1,BinhDinh
BD1207681,,3.4,2.0,,,,2.75,6.0,,,,,,BinhDinh
BD1207682,,8.6,6.0,7.5,7.0,4.75,,,,,,6.6,N1,BinhDinh
BD1207683,,7.2,6.25,,,,6.0,6.5,8.0,,,3.8,N1,BinhDinh
BD1207684,,7.6,7.5,5.5,7.5,7.75,,,,,,7.0,N1,BinhDinh
BD1207685,,7.2,5.25,5.25,3.0,3.75,,,,,,4.0,N1,BinhDinh
BD1207686,,4.2,6.25,,,,3.75,4.5,6.75,,,2.8,N1,BinhDinh
BD1207687,,4.6,5.5,,,,4.0,7.0,7.75,,,5.0,N1,BinhDinh
BD1207688,,7.2,5.5,6.75,6.75,4.25,,,,,,8.2,N1,BinhDinh
BD1207689,,5.6,2.25,,,,2.75,5.25,6.25,,,2.4,N1,BinhDinh
BD1207690,,4.6,4.5,,,,4.5,6.0,9.25,,,2.8,N1,BinhDinh
BD1207691,,4.6,5.0,,,,3.5,4.75,5.75,,,2.0,N1,BinhDinh
BD1207692,,6.8,6.25,7.5,6.0,5.75,,,,,,5.2,N1,BinhDinh
BD1207693,,5.4,3.0,,,,3.5,6.75,7.0,,,2.8,N1,BinhDinh
BD1207694,,7.0,6.0,5.75,6.75,5.25,,,,,,5.8,N1,BinhDinh
BD1207695,,5.2,6.0,,,,3.5,5.5,9.25,,,5.8,N1,BinhDinh
BD1207696,,6.0,5.0,5.0,5.25,5.25,,,,,,4.2,N1,BinhDinh
BD1207697,,4.8,3.25,3.25,3.5,6.0,2.5,5.75,8.25,,,3.6,N1,BinhDinh
BD1207698,,7.6,4.5,6.75,3.25,4.75,,,,,,4.2,N1,BinhDinh
BD1207699,,6.2,5.0,,,,3.75,6.0,7.75,,,3.0,N1,BinhDinh
BD1207700,,5.4,6.0,4.25,3.25,2.5,,,,,,2.2,N1,BinhDinh
BD1207701,,3.0,4.5,,,,5.25,5.0,7.0,,,3.0,N1,BinhDinh
BD1207702,,7.8,4.75,5.75,6.75,5.5,,,,,,3.6,N1,BinhDinh
BD1207703,,4.0,5.75,,,,2.75,4.75,5.5,,,2.6,N1,BinhDinh
BD1207704,,3.8,5.75,,,,5.0,6.25,6.5,,,3.6,N1,BinhDinh
BD1207705,,3.8,5.5,,,,3.75,5.75,8.0,,,4.2,N1,BinhDinh
BD1207706,,8.4,3.75,8.0,6.5,4.25,,,,,,9.4,N1,BinhDinh
BD1207707,,5.8,4.75,,,,2.25,5.25,6.75,,,2.2,N1,BinhDinh
BD1207708,,5.4,6.0,4.5,4.75,4.5,,,,,,5.2,N1,BinhDinh
BD1207709,,8.6,5.75,7.0,7.75,4.75,,,,,,5.2,N1,BinhDinh
BD1207710,,7.4,7.0,6.25,4.25,4.25,,,,,,8.2,N1,BinhDinh
BD1207711,,7.6,5.0,5.5,7.25,5.5,,,,,,3.6,N1,BinhDinh
BD1207712,,6.2,6.0,4.75,5.0,3.25,3.25,4.5,7.5,,,4.6,N1,BinhDinh
BD1207713,,9.0,4.75,7.75,6.75,5.25,,,,,,4.0,N1,BinhDinh
BD1207714,,7.8,5.0,6.75,6.5,5.75,,,,,,2.6,N1,BinhDinh
BD1207715,,8.4,6.0,7.5,8.0,4.0,,,,,,6.4,N1,BinhDinh
BD1207716,,3.6,3.75,,,,,,,,,2.8,N1,BinhDinh
BD1207717,,7.2,6.5,5.25,7.0,6.5,6.25,6.5,7.75,,,5.6,N1,BinhDinh
BD1207718,,3.2,4.25,,,,3.25,5.0,8.0,,,3.4,N1,BinhDinh
BD1207719,,4.6,5.5,2.5,2.0,4.25,5.0,5.5,8.25,,,3.6,N1,BinhDinh
BD1207720,,2.6,5.0,,,,3.25,5.0,7.75,,,3.2,N1,BinhDinh
BD1207721,,3.8,4.25,,,,4.0,6.0,6.25,,,3.8,N1,BinhDinh
BD1207722,,5.8,3.75,2.5,2.5,3.0,3.25,5.5,6.25,,,3.8,N1,BinhDinh
BD1207723,,6.0,5.5,,,,4.75,5.0,8.5,,,3.2,N1,BinhDinh
BD1207724,,5.6,3.5,,,,6.0,7.25,8.25,,,1.2,N1,BinhDinh
BD1207725,,4.4,5.0,3.0,4.25,5.0,,,,,,3.4,N1,BinhDinh
BD1207726,,4.0,5.0,,,,3.75,5.5,6.25,,,3.8,N1,BinhDinh
BD1207727,,5.4,5.75,,,,7.25,6.5,8.5,,,4.6,N1,BinhDinh
BD1207728,,6.2,5.0,3.5,3.25,5.0,,,,,,5.2,N1,BinhDinh
BD1207729,,6.6,4.75,4.75,5.25,3.75,,,,,,4.8,N1,BinhDinh
BD1207730,,8.2,5.5,7.25,6.0,2.5,,,,,,2.6,N1,BinhDinh
BD1207731,,4.6,5.0,3.75,2.75,4.75,3.5,6.75,7.5,,,4.0,N1,BinhDinh
BD1207732,,7.4,6.0,8.0,5.5,4.5,,,,,,7.6,N1,BinhDinh
BD1207733,,7.2,6.0,5.25,6.25,6.25,,,,,,5.2,N1,BinhDinh
BD1207734,,7.2,6.25,7.25,4.5,5.5,,,,,,7.0,N1,BinhDinh
BD1207735,,6.2,7.0,6.25,6.75,4.5,5.75,7.5,7.25,,,5.2,N1,BinhDinh
BD1207736,,7.6,5.5,6.25,4.75,3.75,,,,,,3.8,N1,BinhDinh
BD1207737,,7.4,5.25,3.75,3.0,3.25,,,,,,2.2,N1,BinhDinh
BD1207738,,2.4,5.25,,,,3.5,4.0,5.0,,,3.4,N1,BinhDinh
BD1207739,,6.8,6.5,5.5,6.5,4.75,,,,,,6.8,N1,BinhDinh
BD1207740,,7.4,5.75,,,,5.25,6.75,8.0,,,4.4,N1,BinhDinh
BD1207741,,7.0,5.25,6.0,6.75,5.5,,,,,,4.8,N1,BinhDinh
BD1207742,,8.0,5.25,7.5,6.25,5.25,,,,,,4.6,N1,BinhDinh
BD1207743,,3.6,4.25,,,,3.75,6.75,5.75,,,2.8,N1,BinhDinh
BD1207744,,9.2,5.5,6.0,7.25,8.5,,,,,,6.2,N1,BinhDinh
BD1207745,,5.4,4.5,,,,3.75,6.5,7.5,,,2.4,N1,BinhDinh
BD1207746,,7.2,6.75,,,,5.75,7.25,9.75,,,5.8,N1,BinhDinh
BD1207747,,7.2,4.75,6.0,2.25,4.25,,,,,,3.2,N1,BinhDinh
BD1207748,,3.8,5.0,,,,3.75,6.25,6.75,,,2.0,N1,BinhDinh
BD1207749,,6.6,5.0,,,,3.25,7.75,8.0,,,5.6,N1,BinhDinh
BD1207750,,4.6,6.25,4.75,3.5,3.75,,,,,,4.8,N1,BinhDinh
BD1207751,,2.6,4.0,1.25,2.75,2.0,2.25,4.75,7.75,,,3.8,N1,BinhDinh
BD1207752,,5.8,6.5,,,,6.0,7.0,8.5,,,4.4,N1,BinhDinh
BD1207753,,3.0,2.25,1.5,1.75,4.75,2.75,6.0,6.0,,,2.0,N1,BinhDinh
BD1207754,,6.2,5.0,4.75,3.5,2.75,,,,,,7.4,N1,BinhDinh
BD1207755,,5.6,6.0,,,,5.25,8.25,7.5,,,6.0,N1,BinhDinh
BD1207756,,7.4,7.0,,,,3.0,5.5,6.5,,,9.2,N1,BinhDinh
BD1207757,,6.8,6.0,5.0,5.5,5.25,,,,,,5.8,N1,BinhDinh
BD1207758,,8.2,5.5,7.5,8.0,5.75,,,,,,6.0,N1,BinhDinh
BD1207759,,4.8,5.5,,,,4.5,6.25,8.25,,,3.4,N1,BinhDinh
BD1207760,,7.4,5.5,7.0,7.25,3.25,3.5,6.5,6.75,,,7.6,N1,BinhDinh
BD1207761,,3.8,8.0,,,,7.0,6.5,8.25,,,4.6,N1,BinhDinh
BD1207762,,2.0,3.0,,,,3.25,4.75,,,,,,BinhDinh
BD1207763,,4.4,4.75,,,,4.25,7.75,7.75,,,3.8,N1,BinhDinh
BD1207764,,1.4,3.75,4.0,2.75,3.75,2.75,5.25,7.0,,,2.4,N1,BinhDinh
BD1207765,,7.4,6.25,,,,4.5,7.25,7.75,,,5.2,N1,BinhDinh
BD1207766,,6.6,5.25,,,,4.25,5.5,8.25,,,3.6,N1,BinhDinh
BD1207767,,6.2,6.75,,,,3.5,7.25,9.5,,,3.8,N1,BinhDinh
BD1207768,,7.8,6.5,5.0,6.75,6.25,,,,,,5.2,N1,BinhDinh
BD1207769,,4.2,5.0,2.5,2.0,3.75,2.75,6.0,7.5,,,3.4,N1,BinhDinh
BD1207770,,6.6,4.5,,,,4.5,5.5,7.75,,,2.8,N1,BinhDinh
BD1207771,,7.6,6.25,3.5,3.5,3.75,3.25,7.25,7.75,,,3.6,N1,BinhDinh
BD1207772,,3.8,5.0,,,,3.25,5.75,6.0,,,3.2,N1,BinhDinh
BD1207773,,7.8,6.0,7.5,7.0,6.75,,,,,,5.2,N1,BinhDinh
BD1207774,,5.0,4.75,3.75,4.25,4.5,3.5,6.0,7.5,,,2.8,N1,BinhDinh
BD1207775,,7.2,6.75,6.75,6.75,6.25,,,,,,5.6,N1,BinhDinh
BD1207776,,7.6,6.75,5.75,5.75,5.0,,,,,,4.6,N1,BinhDinh
BD1207777,,5.6,6.75,,,,3.75,7.5,9.0,,,4.2,N1,BinhDinh
BD1207778,,4.6,4.25,,,,2.75,6.5,8.25,,,3.0,N1,BinhDinh
BD1207779,,6.8,6.0,6.0,5.75,4.75,,,,,,5.8,N1,BinhDinh
BD1207780,,5.4,6.5,,,,6.5,6.75,8.5,,,4.6,N1,BinhDinh
BD1207781,,5.6,5.5,2.75,2.0,3.75,6.0,6.5,8.75,,,2.6,N1,BinhDinh
BD1207782,,7.0,4.5,6.25,6.0,4.75,,,,,,5.0,N1,BinhDinh
BD1207783,,5.6,5.5,,,,4.25,5.0,5.75,,,3.2,N1,BinhDinh
BD1207784,,6.0,6.25,,,,7.25,6.25,9.0,,,4.8,N1,BinhDinh
BD1207785,,4.6,4.5,,,,2.75,5.75,8.25,,,2.8,N1,BinhDinh
BD1207786,,7.2,7.0,,,,5.5,7.25,8.0,,,7.6,N1,BinhDinh
BD1207787,,5.6,5.0,,,,6.5,7.0,8.25,,,3.6,N1,BinhDinh
BD1207788,,8.0,6.25,6.75,6.25,5.25,,,,,,6.2,N1,BinhDinh
BD1207789,,5.6,7.5,2.25,2.75,3.5,3.25,6.5,8.25,,,3.2,N1,BinhDinh
BD1207790,,5.8,5.75,,,,3.0,5.75,9.25,,,3.8,N1,BinhDinh
BD1207791,,3.4,3.75,,,,2.75,6.25,5.75,,,2.6,N1,BinhDinh
BD1207792,,6.6,6.0,6.0,5.75,5.0,,,,,,7.4,N1,BinhDinh
BD1207793,,5.2,3.75,,,,3.0,5.75,7.0,,,2.0,N1,BinhDinh
BD1207794,,4.2,5.25,,,,5.0,6.0,8.0,,,2.0,N1,BinhDinh
BD1207795,,6.0,4.5,,,,3.0,7.25,8.0,,,5.0,N1,BinhDinh
BD1207796,,6.2,5.25,5.25,6.75,4.0,3.0,6.75,6.25,,,3.8,N1,BinhDinh
BD1207797,,7.6,6.75,6.75,4.75,4.25,,,,,,8.8,N1,BinhDinh
BD1207798,,5.2,4.25,2.75,2.25,4.0,3.75,4.75,6.5,,,2.8,N1,BinhDinh
BD1207799,,1.8,3.75,,,,3.5,4.5,5.25,,,2.6,N1,BinhDinh
BD1207800,,8.0,3.5,7.75,7.0,5.5,,,,,,4.4,N1,BinhDinh
BD1207801,,8.0,7.0,7.25,5.25,6.0,,,,,,7.0,N1,BinhDinh
BD1207802,,3.0,3.25,,,,2.5,4.25,6.0,,,2.8,N1,BinhDinh
BD1207803,,2.2,5.75,2.0,1.25,2.25,3.5,3.75,5.75,,,3.0,N1,BinhDinh
BD1207804,,5.2,5.0,,,,4.25,7.0,9.0,,,4.0,N1,BinhDinh
BD1207805,,5.4,6.25,,,,6.5,7.5,8.75,,,3.6,N1,BinhDinh
BD1207806,,6.2,6.5,6.5,6.0,6.0,,,,,,8.2,N1,BinhDinh
BD1207807,,5.4,5.75,,,,4.0,6.75,8.5,,,4.0,N1,BinhDinh
BD1207808,,5.6,5.0,,,,3.5,6.5,6.5,,,5.0,N1,BinhDinh
BD1207809,,6.6,3.75,,,,2.25,6.0,5.25,,,5.8,N1,BinhDinh
BD1207810,,5.4,5.0,,,,3.5,7.25,7.25,,,4.8,N1,BinhDinh
BD1207811,,6.0,5.5,1.75,6.0,3.0,5.0,7.25,6.5,,,3.4,N1,BinhDinh
BD1207812,,6.4,6.0,5.25,4.5,4.0,,,,,,6.2,N1,BinhDinh
BD1207813,,5.6,4.5,4.0,6.25,4.25,2.25,5.0,6.75,,,3.2,N1,BinhDinh
BD1207814,,3.0,3.25,,,,2.5,4.0,3.25,,,4.0,N1,BinhDinh
BD1207815,,7.4,5.25,8.25,4.5,4.5,,,,,,7.4,N1,BinhDinh
BD1207816,,3.4,4.0,,,,2.25,5.5,8.25,,,2.8,N1,BinhDinh
BD1207817,,5.2,4.0,3.25,3.75,3.25,2.5,5.0,5.5,,,4.8,N1,BinhDinh
BD1207818,,6.0,6.0,,,,3.75,5.0,7.25,,,5.8,N1,BinhDinh
BD1207819,,7.0,6.0,,,,6.75,7.0,8.25,,,5.6,N1,BinhDinh
BD1207820,,4.2,5.0,,,,5.0,6.25,7.5,,,1.6,N1,BinhDinh
BD1207821,,5.2,6.25,5.0,4.5,4.25,,,,,,3.8,N1,BinhDinh
BD1207822,,5.4,5.25,,,,2.5,4.75,5.25,,,3.0,N1,BinhDinh
BD1207823,,7.6,6.25,7.25,4.25,6.0,,,,,,7.0,N1,BinhDinh
BD1207824,,7.4,6.0,8.5,6.5,6.25,,,,,,6.6,N1,BinhDinh
BD1207825,,4.6,7.25,,,,3.5,6.75,7.0,,,4.0,N1,BinhDinh
BD1207826,,3.4,6.0,,,,3.75,3.5,5.0,,,3.2,N1,BinhDinh
BD1207827,,7.8,7.0,,,,4.0,5.75,7.25,,,3.6,N1,BinhDinh
BD1207828,,4.0,4.75,,,,2.25,5.0,8.5,,,3.6,N1,BinhDinh
BD1207829,,3.4,3.25,3.25,2.25,2.75,4.25,6.25,6.5,,,3.6,N1,BinhDinh
BD1207830,,7.2,5.5,8.0,5.75,5.0,,,,,,6.0,N1,BinhDinh
BD1207831,,7.4,7.25,6.25,4.75,5.75,,,,,,8.6,N1,BinhDinh
BD1207832,,7.4,5.0,6.0,6.0,5.75,,,,,,3.4,N1,BinhDinh
BD1207833,,4.6,5.5,,,,3.75,4.75,7.25,,,2.6,N1,BinhDinh
BD1207834,,6.0,5.0,4.75,4.75,5.0,,,,,,3.8,N1,BinhDinh
BD1207835,,7.2,6.5,5.5,6.0,5.5,,,,,,6.6,N1,BinhDinh
BD1207836,,6.8,7.5,4.0,6.5,3.75,,,,,,6.4,N1,BinhDinh
BD1207837,,5.8,5.75,,,,5.25,8.0,7.75,,,4.6,N1,BinhDinh
BD1207838,,7.4,5.5,7.0,7.0,5.5,,,,,,6.0,N1,BinhDinh
BD1207839,,7.4,7.0,,,,5.0,6.75,8.0,,,5.0,N1,BinhDinh
BD1207840,,4.4,6.25,,,,5.75,7.0,9.0,,,6.8,N1,BinhDinh
BD1207841,,6.4,6.0,6.0,3.75,4.5,4.5,6.75,6.25,,,4.0,N1,BinhDinh
BD1207842,,5.0,3.75,,,,5.25,6.25,7.25,,,2.8,N1,BinhDinh
BD1207843,,7.4,7.0,7.25,5.5,5.5,,,,,,7.0,N1,BinhDinh
